Indicator Name,Indicator Code,Country Name,Country Code,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,7273933992.74548,8130258976.02985,9043715355.8881,10325618017.379,12545438605.3959,12854834975.299,15955711501.3919,18977262011.0833,19414664132.9503,
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,609889925685.869,638470626274.685,677691901432.745,782566743038.276,870811147324.862,796333367137.001,774657894736.842,836073611111.111,772226793520.185,
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,,,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,102238013445.378,113094660704.225,109333766233.766,134864705882.353,130000000000,116481875000,139767625899.281,158940944881.89,167347054533.668,
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,5795568202.50505,6322582497.35619,6786294613.48486,7446636654.71995,8254342299.67401,8156131183.33235,8586295846.08302,9635568028.48791,10507356837.651,
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,3052898685.69525,3405134555.29166,3646727993.03698,4291363546.82479,5370162520.73361,5254402867.2105,5410608052.83375,6016972088.48051,6568231896.43536,
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,87845403965.6952,112248324226.761,145428171552.405,165920723490.955,207115995737.981,168587267756.158,228637855748.59,243985812280.317,262605908770.317,
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,,,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,260029106207.989,304060069848.661,340041912703.697,393479162081.796,453885460992.908,378849392446.007,421236092715.232,491064821428.571,499667211001.289,
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,24673602279.5173,30905071770.5812,36803641389.0006,41901170688.8693,60566970579.2556,46866060195.7311,58813004375.26,69971912137.5133,,
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,97977766197.6724,109600000000,127500000000,143171182643.097,163891692022.271,161819031346.249,176477528501.874,210741069910.37,231181921489.54,
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,190829015.31499,206328827.379497,210111650.861356,211831321.628491,212734858.063924,197525348.180376,196543326.079735,212903319.801064,228415735.257751,
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,14179300000,15464700000,17137000000,19793700000,23001600000,24162900000,26589600000,31315800000,36252500000,
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3927114456.84311,4901584516.12903,5598700444.44444,6329292929.29293,8010370370.37037,7914594202.89855,9480047958.80839,12393604089.4569,15653921367.2759,
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,8033877459.1225,8734651353.60575,10662013294.3079,13837525590.2673,18504760911.426,15954961409.8569,20028375553.9077,26007966686.6956,25502060502.1181,
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,69725009964.83,79385073422.3301,92303809835.527,107232996676.882,126822739599.823,126922993543.364,153544876325.088,176811636363.636,196961048689.139,
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,91371236939.2189,103065972407.859,122210719245.942,149359920006.4,173602533345.577,168333540385.114,199589448015.961,224095223859.58,250182008487.099,
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,252768998589.254,303912247950.845,341669943593.876,425321502150.576,529432301178.815,430917310342.617,469736810690.719,515666869136.802,489795486644.151,
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,185397304327.851,191847858528.578,201790398436.412,231741573802.622,251925293880.69,234119384365.758,227446710526.316,237573750000,212454101311.391,
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,79209000000,82809000000,86157000000,88405000000,92605700000,95369800000,97147300000,98757000000,101495811266,
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,31675273812.3988,43040108649.7014,60496701553.1987,79546975729.4478,115019776904.93,97583513671.1764,125122249141.251,171476093959.187,,
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROM,75489440362.1003,98913392471.9673,122641508767.76,169282491900.094,204335225693.755,164345718689.535,164792252745.524,182610666615.642,169396055590.796,
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,591016690742.937,764000901160.58,989930542278.684,1299705764824.48,1660846387626,1222648134225.45,1524915341870.26,1899086233311.76,2014776311554.55,
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,2089188920.75355,2581286406.73226,3111191405.55534,3738146668.93841,4711735377.43574,5252677064.51254,5624506157.41067,6354119344.04968,7103000861.20669,
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,374507187.856928,412220560.259923,453082900.112909,490916834.706904,573946224.503845,500992499.165598,572160378.287853,634156046.78681,677041350.687729,
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,1317357834.61634,1375416604.48689,1469075398.31891,1687653983.02765,1899809579.61037,,,,,
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,106764253.74548,113808749.415253,124184906.73689,144259256.649338,183464986.34772,196473838.856079,201037916.583708,248286778.216557,263729026.470116,
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,258742133333.333,328459608764.111,376900133511.348,415909018143.01,519796800000,429097866666.667,526811466666.667,669506666666.667,711049600000,
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,8029978032.24286,8699015967.10505,9369573437.16937,11319748339.8892,13386346544.013,12769040890.4502,12855297513.2095,14448390590.6541,14159758386.0833,
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,23649854234.3966,25234408772.9975,29221081586.6368,38952093544.4413,47760580365.5549,40249479880.3207,36990001283.5323,43291846195.8004,37488935009.7878,
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,839319935.206909,919103261.987138,1016419769.16068,1033635773.39104,967211974.937748,847424851.518855,973337493.411313,1059604732.31439,1032178034.19676,
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,1431208677.30352,1627853086.42403,1887429109.49668,2157944721.20791,2504381637.36576,2454531383.2699,2575466372.26831,2938747215.20983,3796030045.13767,
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,109336483913.863,123506892267.645,139020876513.172,168705756482.337,178924164929.529,194131267854.513,217200123752.449,245024318394.339,274701299733.694,
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,,,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,56073225726.3472,61328471583.1364,69002095094.7184,84108560087.5992,97908891167.4235,87239747151.9867,87220529801.3245,96034890186.2663,91604615384.6154,
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,33837749815.1716,35717733757.4551,38945146499.5315,47306799054.202,54606018255.4563,49056152691.0253,46999337748.3444,50250069502.3631,45280384615.3846,
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,375109694.525921,413909879.281265,456735444.86792,586218381.044736,645796657.499394,601299089.753921,678625481.686751,866672433.270049,1008424232.18251,
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,,,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,219092936699.386,247051562311.219,261007039378.852,286171830700.042,273141750192.768,283985548070.365,363240728680.384,401802218556.36,384312674445.534,
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,,,,,15264547017.4877,11853260717.6351,14971581963.4692,19172620086.9255,9337312681.65434,
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,1044612070303.53,1130798885738.45,1236352163544.47,1441426534070.22,1593420002197.24,1455956368263.64,1380109210526.32,1476881944444.44,1349350732836.2,
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,20662525941.2986,24405791044.7761,28279814924.5918,32350248410.8216,40713821540.4611,42066209171.7068,49565548868.1239,59186877968.8365,59421426074.8538,
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,497548516.54631,536410666.378498,636200897.653176,685813410.851061,736336167.674074,709641109.596296,715470721.244444,748075269.67037,748492571.907407,
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,858255380.398219,908558306.769096,1010301652.5278,1125157596.05493,1165051857.40741,1166885695.55556,1199537032.59259,1210998172.96296,1186225297.70704,
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,,,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,522544701.882639,551431645.446551,610778270.139193,684049026.37037,695428836.962963,674260037.444444,680960052,691119761.222222,712589074.37037,
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,21457886199.291,26524992225.3521,35159250984.9057,45456460335.1022,53621081451.4103,52645594562.4509,64791706914.2967,64053368929.9848,58768800833.3341,
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,1484092538.40527,1793557833.08931,2626093294.46064,2936612021.85792,3532969034.60838,3875409836.06557,4366914554.50761,4304467564.25949,4738181820.19196,
GDP (current US$),NY.GDP.MKTP.CD,Swaziland,SWZ,2420610578.59952,2584077930.66197,2947922182.75015,3053823329.23844,3019770679.64511,3161320520.44067,3691050502.68749,3969078027.33547,3746506332.97109,
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,362089648912.965,370579639747.414,399075661572.866,462512853670.12,486158607819.636,405782994635.359,462903051317.614,539277966101.695,525742140221.402,
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,374224186243.667,384753967478.597,405183914852.772,450528109859.46,524289203562.031,509467163036.925,552224618426.923,659307920844.944,632193558707.476,
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,25086930693.0693,28858965517.2414,33332844574.7801,40405006007.2086,52581913978.4946,53934534350.507,59147033451.8525,,73672408036.1474,
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,2076148710.31813,2312319579.02843,2830236053.84429,3719497371.09659,5161336170.46084,4978154343.78545,5641741963.47692,6522200290.65354,6986537405.89558,
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,12825801916.6063,14141916592.3846,14331231238.9296,16825547176.0324,20715086118.9064,21368165399.612,22915004297.2183,23874165047.2772,28248844763.0328,
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,161339790594.627,176351948403.908,207088828467.346,246976870172.836,272577799257.354,263711244888.554,318907930075.712,345672232115.625,365965815820.015,
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TMP,309300000,454200000,445300000,525100000,665000000,788100000,875100000,1091000000,1292700000,
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,1937074537.93089,2115154090.31071,2202809210.74095,2523462648.98387,3159544508.84232,3163000590.663,3172945282.32304,3685781119.61991,3813834650.19521,
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,240794581.220982,264812953.795424,295998379.120654,301064027.077359,346869182.75416,318486402.886938,368782760.374429,428724301.22143,471591244.321199,
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,12884712295.9948,16088526685.8421,18460905284.2745,21735387008.2052,28017710148.1706,19251916757.9409,20682010081.9156,23497648253.7698,23985710493.027,
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,31183059012.4448,32282960678.4888,34377235161.5327,38848711943.7939,44736953169.3856,43607568688.4396,44377742070.7,46434616144.2086,45662043358.0705,
GDP (current US$),NY.GDP.MKTP.CD,Turkey,TUR,392166274991.231,482979839237.868,530900095204.76,647155133931.998,730337495966.193,614553921823.292,731144392259.649,774775177913.133,789257487572.442,
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,6838351088.46688,8104355716.8784,10277598152.4249,12664165103.1895,19271445266.8485,20214456140.3509,22583263157.8947,28061789473.6842,33678947368.4211,
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,,,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,21535706.6386182,21839580.5663688,22820838.0153467,27173244.3848255,30185175.6223878,27001199.7332346,31816524.8700262,35804372.3832707,36874580.6912343,
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,7940362663.20133,9013834490.38208,9977209198.94291,11916019462.5072,14440417640.883,15803514642.8305,17197111223.1324,16822413295.1344,19881412441.2345,
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,64883060725.7003,86142018069.3504,107753069306.931,142719009900.99,179992405832.321,117227769791.56,136418622767.355,163422495339.803,176310202237.765,
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,147824374542.517,180617023539.137,222105928740.596,258150041410.76,314844665222.197,270334929437.512,287421927883.393,348594972517.105,,
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,2196860009520.67,2295844712162.59,2452969436251.46,2825526440056.67,2648935779074.43,2183862761501.06,2256260000000,2444883870967.74,2435173775671.41,
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,11797800000000,12564300000000,13314500000000,13961800000000,14219300000000,13898300000000,14419400000000,14991300000000,15684800000000,
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,13686333821.7864,17362872709.7496,19579479147.1959,23410536954.8774,30366148247.8894,30229404317.6649,38846151817.5507,46434697421.7201,49059705179.6929,
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,12030023547.8807,14307509838.8053,17030896203.1963,22311393927.8817,27934030937.2157,32816828372.9753,38981605338.3389,45324319230.9255,51112745668.7163,
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,364996869.129618,394962552.336108,437072933.899158,526425740.447881,607983815.257081,610075806.66568,700804045.16412,786294694.25164,785356716.501508,
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,112451400422.982,145513489651.872,183477522123.894,230364012575.687,315600203539.823,329418956683.745,393807492847.473,316482199892.756,381286247173.198,
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,45427854693.2554,52917296788.8726,60913515794.7387,71015592862.5205,91094051434.6179,97180304813.435,106426845156.813,123679274491.4,141669099289.418,
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,,,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,WBG,3606871947.80257,4015865743.74699,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,13873500887.5612,16753787028.2859,18941303849.6801,21596088517.0427,26869018825.1218,24581907773.5827,31883409718.7382,31724633891.2004,35645823131.5726,
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,5439176375.73615,7178556336.82292,10702200821.6889,11541420981.4946,14640792100.4893,12805029521.6596,16190196832.0872,19204037683.5437,20678025801.9103,
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,5805598442.66676,5755215232.33845,5443896499.71994,5291950101.35736,4415702801.27889,6133240671.86633,7433314459.73933,9656199513.79394,10813914264.6473,
